NTROQUEL	NOMBRE COMERCIAL	PRESENTACION	LABORATORIO	PVP	PSL
2829471	DAGOL CETUS	comp.x 20	Cetus	1558	779
2829551	DAGOL CETUS	gts.x 15 ml	Cetus	1666	833
5347001	FAGOLIP	15 mg caps.x 30	Cetus	81	41
199864	FAGOLIP PLUS	comp.x 20	Cetus	24	12
6357971	FAGOLIP PLUS	comp.x 30	Cetus	8339	4170
199862	FAGOLIP PLUS	grag.x 50	Cetus	29	15
199783	FLAVAL	comp.x 30	Cetus	3751	1876
199784	FLAVAL	comp.x 60	Cetus	4500	2250
6154001	FLAVALMINA	comp.rec.x 30	Cetus	152	76
6154002	FLAVALMINA	comp.rec.x 60	Cetus	401	201
9925189	IODO POVIDONA CETUS	aer.x 100 ml	Cetus	17	9
9925190	IODO POVIDONA CETUS	apos.x 20	Cetus	16	8
9925191	IODO POVIDONA CETUS	jab.l¡quido x 200 ml	Cetus	20	10
9925192	IODO POVIDONA CETUS	pda.x 30 g	Cetus	21	11
9925193	IODO POVIDONA CETUS	sol.t¢pica x 200 ml	Cetus	36	18
3902291	IONET	comp.x 10	Cetus	702	351
6159391	KINETIDOM	comp.x 20	Cetus	764	382
3909141	KINETIZINE	10 mg comp.x 20	Cetus	30	15
3909142	KINETIZINE	10 mg comp.x 60	Cetus	66	33
3909061	KINETIZINE	5 mg comp.x 20	Cetus	16	8
3909062	KINETIZINE	5 mg comp.x 60	Cetus	60	30
9931955	PROKING	jbe.x 120 ml	Cetus	16	8
5028661	PROKING NF	jbe.x 120 ml	Cetus	2896	1448
3829111	SIMETICONA CETUS	comp.x 20	Cetus	530	265
4160671	SOCOSEP	comp.x 10	Cetus	27	14
3587641	SOCOSEP	cr.x 15 g	Cetus	14	7
3587721	SOCOSEP	ov.x 5	Cetus	43	22
3587802	SOCOSEP	shamp.x 120 ml	Cetus	34	17
4686881	TELAROID	15 mg comp.x 10	Cetus	18	9
4686701	TELAROID	7.5 mg comp.x 20	Cetus	39	20
199362	TUAPLEX	comp.x 50	Cetus	6214	3107
4698261	URGIS	150 mg comp.x 20	Cetus	21	11
4698341	URGIS	300 mg comp.x 30	Cetus	22	11
199601	ZIMEROL	comp.rec.x 45	Cetus	2454	1227
5895261	AFINITOR	10 mg comp.x 30	Novartis	1335697	667849
6123551	AFINITOR	2.5 mg comp.x 30	Novartis	645174	322587
5895391	AFINITOR	5 mg comp.x 30	Novartis	1494268	747134
9958292	AIMOVIG	140 mg autoiny. x 1	Novartis	83783	41892
6550391	AIMOVIG	70 mg autoiny. x 1	Novartis	162919	81460
2767001	ANAFRANIL RETARD	75 mg comp.rec.x 30	Novartis	126	63
2859251	ANTIKATARATA	fco.gotero x 10 ml	Novartis	33	17
4602621	ANTIKATARATA PLUS	fco.gotero x 10 ml	Novartis	61	31
6160711	ARZERRA	100 mg/50 ml vial x 3	Novartis	47849	23925
6160712	ARZERRA	1000 mg/50 ml vial x 1	Novartis	231574	115787
626623	BASOFORTINA	a.x 5 x 1 ml	Novartis	132	66
1020963	BASOFORTINA	grag.x 15	Novartis	127	64
1020962	BASOFORTINA	grag.x 20	Novartis	45	23
1028061	CAFERGOT	comp.x 20	Novartis	56	28
2482381	CALCITONINA SANDOZ	100 UI a.x 5	Novartis	831	416
2854381	CALCITONINA SANDOZ MINOR	50 UI a.x 5	Novartis	689	345
3068381	CALCITONINA SANDOZ NASAL	100 UI spray x 2-28 ds.	Novartis	2217	1109
4163561	CALCITONINA SANDOZ NASAL	200 UI spray x 1-14 ds.	Novartis	340	170
3078021	CATAFLAM	gts.x 15 ml	Novartis	13	7
5283761	CERTICAN	0.25 mg comp.x 60	Novartis	42093	21047
5283811	CERTICAN	0.50 mg comp.x 60	Novartis	184568	92284
5283971	CERTICAN	0.75 mg comp.x 60	Novartis	111119	55560
9923953	CILCLAR	sol.x 100 ml+gasas x 100	Novartis	54	27
5056341	CILOXADEX	sol.oft.x 5 ml	Novartis	1115	558
5198811	CILOXADEX	ung.oft.x 3.5 g	Novartis	314	157
9922874	COMPLEAT MODIFIED	botella x 1000 ml	Novartis	39	20
6355552	COSENTYX	150 mg/1 ml jga.prell.x2	Novartis	42222	21111
6355553	COSENTYX	150 mg/1ml jga.prell.x 1	Novartis	38341	19171
6355554	COSENTYX	150mg/1ml autoinyec. x 1	Novartis	257171	128586
6355551	COSENTYX	150mg/1ml autoinyec. x 2	Novartis	272197	136099
9959757	COSENTYX	300mg/2ml autoinyec. x 1	Novartis	532167	266084
9959756	COSENTYX	75mg/0.5ml autoinyec.x1	Novartis	161708	80854
208921	DESFERAL	f.a.x 10	Novartis	14980	7490
4109781	DIOVAN	160 mg caps.x 14	Novartis	67	34
4109782	DIOVAN	160 mg caps.x 28	Novartis	111	56
5257282	DIOVAN	320 mg comp.rec.x 14	Novartis	167	84
4109602	DIOVAN	80 mg caps.x 14	Novartis	30	15
4109601	DIOVAN	80 mg caps.x 28	Novartis	87	44
5049791	DIOVAN	80 mg comp.rec.x 14	Novartis	297	149
5378842	DIOVAN A 160	160/5 mg comp.x 14+14	Novartis	57	29
5378841	DIOVAN A 160	160/5 mg comp.x 28+28	Novartis	78	39
5378712	DIOVAN A 80	80/5 mg comp.x 14+14	Novartis	98	49
5378711	DIOVAN A 80	80/5 mg comp.x 28+28	Novartis	133	67
5098022	DIOVAN D	160/25 mg comp.rec.x 14	Novartis	177	89
5570681	DIOVAN D	320/12.5 mg comp.rec.x14	Novartis	238	119
5570711	DIOVAN D	320/25 mg comp.rec.x 14	Novartis	139	70
4402561	DIOVAN D	80/12.5 mg comp.rec.x 14	Novartis	201	101
5548261	DIOVAN TRIPLE 160	DiovanD160+Amlo.5(14+14)	Novartis	94	47
5548262	DIOVAN TRIPLE 160	DiovanD160+Amlo.5(28+28)	Novartis	182	91
3688121	DYNACIRC SRO	2.5 mg caps.x 30	Novartis	33	17
3688201	DYNACIRC SRO	5 mg caps.x 30	Novartis	65	33
3851131	EFEMOLINA	colirio x 5 ml	Novartis	39	20
5122481	ELIDEL	1% cr.x 15 g	Novartis	118	59
207192	ESPASMO CIBALENA FUERTE	sup.x 10	Novartis	31	16
5126661	ESTALIS 50/140	sistemas x 8	Novartis	79	40
5126711	ESTALIS 50/250	sistemas x 8	Novartis	111	56
5126921	ESTALIS SEQUI 50/140	sistemas x 4/4	Novartis	75	38
5127051	ESTALIS SEQUI 50/250	sistemas x 4/4	Novartis	100	50
3772511	ESTRACOMB TTS	sistemas x 4/4	Novartis	86	43
4238061	ESTRADERM MX 100	sist.matriz 3 mg x 8	Novartis	47	24
4237811	ESTRADERM MX 25	sist.matriz 0.75 mg x 8	Novartis	42	21
4237991	ESTRADERM MX 50	sist.matriz 1.5 mg x 8	Novartis	100	50
3077611	ESTRADERM TTS 100	sistemas x 8 x 8 mg	Novartis	53	27
3077451	ESTRADERM TTS 25	sistemas x 8 x 2 mg	Novartis	71	36
3077531	ESTRADERM TTS 50	sistemas x 8 x 4 mg	Novartis	42	21
5085301	ESTRADOT 100	sistemas x 8	Novartis	100	50
5122531	ESTRADOT 25	sistemas x 8	Novartis	77	39
5085111	ESTRADOT 37.5	sistemas x 8	Novartis	90	45
5085251	ESTRADOT 50	sistemas x 8	Novartis	44	22
5085461	ESTRADOT 75	sistemas x 8	Novartis	71	36
4538451	ESTRAGEST TTS	sistemas x 8	Novartis	104	52
4348952	EXELON	1.5 mg caps.x 56	Novartis	971	486
4361302	EXELON	3 mg caps.x 56	Novartis	634	317
4361482	EXELON	4.5 mg caps.x 56	Novartis	709	355
4361562	EXELON	6 mg caps.x 56	Novartis	411	206
4728531	EXELON	sol.oral x 120 ml	Novartis	274	137
5665131	EXFORGE	10/160 mg comp.rec.x 14	Novartis	452	226
5700131	EXFORGE	10/320 mg comp.rec.x 14	Novartis	219	110
5700261	EXFORGE	5/320 mg comp.rec.x 14	Novartis	233	117
5664971	EXFORGE	5/80 mg comp.rec.x 14	Novartis	538	269
5913682	EXFORGE D	160/12.5/5 mg comp.x 14	Novartis	148	74
5542841	EXJADE	125 mg comp.disp. x 28	Novartis	19033	9517
5542971	EXJADE	250 mg comp.disp. x 28	Novartis	152730	76365
5543001	EXJADE	500 mg comp.disp. x 28	Novartis	137131	68566
4347881	FEMARA	2.5 mg comp.x 30	Novartis	22990	11495
9922875	FIBERSOURCE HN	botella x 1000 ml	Novartis	28	14
4567661	FLOTAC	140 mg caps.x 10	Novartis	16	8
4567662	FLOTAC	140 mg caps.x 20	Novartis	67	34
4078181	FORDILEN	caps.p/inhalar x 30	Novartis	33	17
4629531	GENTEAL	fco.gotero x 25 ml	Novartis	94	47
6545841	GILENYA	0.25 mg comp.x 28	Novartis	1667509	833755
6081971	GILENYA	0.5 mg caps.x 28	Novartis	1254355	627178
3888021	GLAUMETAX	comp.x 30	Novartis	45	23
5224031	GLIVEC	100 mg comp.rec.x 180	Novartis	338101	169051
5224032	GLIVEC	100 mg comp.rec.x 60	Novartis	238164	119082
5224191	GLIVEC	400 mg comp.rec.x 30	Novartis	895681	447841
1743922	HYDERGINA	1.5 mg comp.x 20	Novartis	29	15
1743923	HYDERGINA	1.5 mg comp.x 40	Novartis	58	29
2626924	HYDERGINA	4.5 mg comp.x 14	Novartis	82	41
2626922	HYDERGINA	4.5 mg comp.x 20	Novartis	55	28
2626925	HYDERGINA	4.5 mg comp.x 28	Novartis	223	112
2626923	HYDERGINA	4.5 mg comp.x 30	Novartis	269	135
3380972	HYDERGINA FAS	4.5 mg comp.x 30	Novartis	87	44
4155981	HYGROTON	25 mg comp.x 30	Novartis	15	8
4155982	HYGROTON	25 mg comp.x 42	Novartis	116	58
324591	HYGROTON	50 mg comp.x 20	Novartis	11	6
324592	HYGROTON	50 mg comp.x 28	Novartis	62	31
327562	HYGROTON RESERPINA	comp.x 15	Novartis	16	8
4275191	HYPOTEARS PLUS	gts.oft.x 10 ml	Novartis	90	45
6513551	ILARIS	150 mg/ml iny.x 1	Novartis	5300627	2650314
5953711	ILARIS	vial x 1 x 6 ml	Novartis	671071	335536
9922878	IMPACT	botella x 1000 ml	Novartis	53	27
17191	ISOPTO CARPINA	1% sol.oft.x 15 ml	Novartis	117	59
17431	ISOPTO CARPINA	2% sol.oft.x 15 ml	Novartis	974	487
16861	ISOPTO MAXIDEX	susp.oft.x 5 ml	Novartis	117	59
9922877	ISOSOURCE 1.5 CAL	botella x 1000 ml	Novartis	31	16
9922876	ISOSOURCE HN	botella x 1000 ml	Novartis	26	13
9926412	ISOSOURCE VHN	botella x 1000 ml	Novartis	21	11
9953545	JADENU	180 mg comp.x 30	Novartis	146924	73462
9953546	JADENU	360 mg comp.x 30	Novartis	185754	92877
9953544	JADENU	90 mg comp.x 30	Novartis	31100	15550
6361421	JAKAVI	10 mg comp.x 60	Novartis	2048419	1024210
6227261	JAKAVI	15 mg comp.x 60	Novartis	2030023	1015012
6227391	JAKAVI	20 mg comp.x 60	Novartis	1453294	726647
6227131	JAKAVI	5 mg comp.x 60	Novartis	1062074	531037
9959382	KESIMPTA	20mg/0.4ml sol.iny. x 1	Novartis	512066	256033
6469841	KISQALI	200 mg comp.rec.x 21	Novartis	450484	225242
646984	KISQALI	200 mg comp.rec.x 42	Novartis	103401	51701
6469842	KISQALI	200 mg comp.rec.x 63	Novartis	1073796	536898
3591841	LAMISIL	250 mg comp.x 14	Novartis	338	169
3591842	LAMISIL	250 mg comp.x 28	Novartis	7851	3926
2269873	LAPENAX	100 mg comp.x 100	Novartis	569	285
2269874	LAPENAX	100 mg comp.x 15	Novartis	306	153
2269871	LAPENAX	100 mg comp.x 20	Novartis	190	95
2155681	LAPENAX	25 mg comp.x 20	Novartis	36	18
2155682	LAPENAX	25 mg comp.x 30	Novartis	73	37
3943382	LESCOL	20 mg caps.x 28	Novartis	39	20
3943461	LESCOL	40 mg caps.x 21	Novartis	78	39
4822741	LESCOL XL	80 mg comp.x 28	Novartis	2008	1004
2043711	LIORESAL	comp.x 50	Novartis	68	34
2043712	LIORESAL	comp.x 60	Novartis	4325	2163
4076941	LIORESAL INTRATECAL	0.05 mg/1 ml iny.a.x 5	Novartis	6257	3129
4076781	LIORESAL INTRATECAL	10 mg/20 ml iny.a.x 1	Novartis	26343	13172
4076861	LIORESAL INTRATECAL	10 mg/5 ml iny.a.x 1	Novartis	33130	16565
202722	LOCORTEN VIOFORMO	cr.x 15 g	Novartis	16	8
2425532	LOPRESOR	100 mg comp.x 30	Novartis	43	22
3205151	LOPRESOR RETARD DIVITABS	comp.x 20	Novartis	25	13
5615422	LUCENTIS	1 f.a.+ 1 jer+ 2 agujas	Novartis	45948	22974
9954781	LUCENTIS	1 vial x 0.23 ml+aguja	Novartis	250683	125342
9958201	MAYZENT	0.25 mg comp. x 12	Novartis	43197	21599
9958200	MAYZENT	0.25 mg comp. x 120	Novartis	482422	241211
9958202	MAYZENT	2 mg comp. x 28	Novartis	372401	186201
6382001	MEKINIST	0.5 mg comp.x 30	Novartis	452104	226052
6382132	MEKINIST	2 mg comp.x 30	Novartis	1744449	872225
9922879	MERITENE PLAIN	lata x 454 g	Novartis	14	7
9929707	MIOCHOL-E	f.a.x 12 x 2 ml	Novartis	519	260
5116911	MYFORTIC	180 mg comp.gastr.x 100	Novartis	758	379
5116912	MYFORTIC	180 mg comp.gastr.x 120	Novartis	66934	33467
5117022	MYFORTIC	360 mg comp.gastr.x 100	Novartis	586	293
5117023	MYFORTIC	360 mg comp.gastr.x 120	Novartis	149302	74651
3717241	NAVOBAN	5 mg a.x 1 x 5 ml	Novartis	183	92
2866842	NEODEXA PLUS	fco.gotero x 10 ml	Novartis	36	18
2840501	NITRODERM TTS	10 mg sistema x 10	Novartis	60	30
2840502	NITRODERM TTS	10 mg sistema x 30	Novartis	328	164
2840421	NITRODERM TTS	5 mg sistema x 10	Novartis	127	64
2840422	NITRODERM TTS	5 mg sistema x 30	Novartis	181	91
9926411	NOVASOURCE RENAL	Vainilla brik x 237 ml	Novartis	8	4
3719641	OFAL	0.25% fco.gotero x 5 ml	Novartis	25	13
3719721	OFAL	0.50% fco.gotero x 5 ml	Novartis	31	16
4602541	OFAL GEL	0.1% fco.gotero x 5 g	Novartis	93	47
3685072	OFAL P	2% fco.gotero x 5 ml	Novartis	67	34
3685152	OFAL P	4% fco.gotero x 5 ml	Novartis	49	25
4224601	OKACIN	gts.oft.x 5 ml	Novartis	76	38
5978131	ONBRIZE BREEZHALER	150 mcg caps.p/inhal.x30	Novartis	5817	2909
5978261	ONBRIZE BREEZHALER	300 mcg caps.p/inhal.x30	Novartis	15514	7757
6270711	ONBRIZE CORT BREEZHALER	caps.p/inhal.	Novartis	1277	639
2840261	ORIMETEN	comp.x 120	Novartis	236	118
2531044	OTRIVINA	gel nasal x 20 g	Novartis	9	5
2373724	PARLODEL	2.5 mg comp.x 28	Novartis	68	34
2373723	PARLODEL	2.5 mg comp.x 30	Novartis	88	44
3056241	PARLODEL	5 mg comp.x 20	Novartis	99	50
3056242	PARLODEL	5 mg comp.x 60	Novartis	180	90
6585421	PIQRAY	150 mg comp.rec.x 56	Novartis	856013	428007
6585551	PIQRAY	200 mg comp.rec.x 28	Novartis	1690883	845442
6585391	PIQRAY	comp.rec.x 56 (28+28)	Novartis	1181957	590979
5368841	PREXIGE	100 mg comp.rec.x 20	Novartis	70	35
5368842	PREXIGE	100 mg comp.rec.x 30	Novartis	134	67
5273681	PREXIGE	400 mg comp.rec.x 5	Novartis	33	17
6070391	RASILAMLO	150/10 mg comp.x 14	Novartis	139	70
6070392	RASILAMLO	150/10 mg comp.x 28	Novartis	419	210
6070261	RASILAMLO	150/5 mg comp.x 14	Novartis	108	54
6070262	RASILAMLO	150/5 mg comp.x 28	Novartis	590	295
6070551	RASILAMLO	300/10 mg comp.x 14	Novartis	112	56
6070552	RASILAMLO	300/10 mg comp.x 28	Novartis	508	254
6070421	RASILAMLO	300/5 mg comp.x 14	Novartis	220	110
6070422	RASILAMLO	300/5 mg comp.x 28	Novartis	669	335
5689391	RASILEZ	150 mg comp.rec.x 14	Novartis	231	116
5689392	RASILEZ	150 mg comp.rec.x 28	Novartis	1091	546
5689421	RASILEZ	300 mg comp.rec.x 14	Novartis	126	63
5689422	RASILEZ	300 mg comp.rec.x 28	Novartis	777	389
5814001	RASILEZ D	150/12.5 mg comp.rec.x14	Novartis	322	161
5814002	RASILEZ D	150/12.5 mg comp.rec.x28	Novartis	1350	675
5813841	RASILEZ D	300/12.5 mg comp.rec.x14	Novartis	291	146
5813842	RASILEZ D	300/12.5 mg comp.rec.x28	Novartis	1315	658
5813971	RASILEZ D	300/25 mg comp.rec.x 14	Novartis	157	79
5813972	RASILEZ D	300/25 mg comp.rec.x28	Novartis	1016	508
2102951	REGITINA INYECTABLE	10 mg a.x 1 x 1 ml	Novartis	52	26
9902211	RELIVERAN	a.x 3	Novartis	40	20
9902212	RELIVERAN	a.x 6	Novartis	66	33
4240521	RESCULA	colir.x 5 ml	Novartis	46	23
9922881	RESOURCE DIABETIC	Chocolate brik x 237 ml	Novartis	7	4
9926163	RESOURCE DIABETIC	Frutilla brik x 237 ml	Novartis	5	3
9922880	RESOURCE DIABETIC	Vainilla brik x 237 ml	Novartis	6	3
9926162	RESOURCE PLUS	Chocolate brik x 237 ml	Novartis	6	3
9922872	RESOURCE PLUS	Frutilla brik x 237 ml	Novartis	5	3
9922871	RESOURCE PLUS	Vainilla brik x 237 ml	Novartis	4	2
9924251	RESOURCE THICKENUP	pvo.s/sabor lata x 227 g	Novartis	10	5
6051551	REVOLADE	25 mg comp.x 28	Novartis	273264	136632
605142	REVOLADE	50 mg comp.x 28	Novartis	743787	371894
206021	RITALINA	comp.x 30	Novartis	6767	3384
5837131	RITALINA LA	10 mg caps.x 30	Novartis	12400	6200
5092381	RITALINA LA	20 mg caps.x 30	Novartis	8250	4125
5092431	RITALINA LA	30 mg caps.x 30	Novartis	9876	4938
5092591	RITALINA LA	40 mg caps.x 30	Novartis	6386	3193
6494421	RYDAPT	25 mg caps.bl.x 112	Novartis	5871538	2935769
649442	RYDAPT	25 mg caps.bl.x 56	Novartis	2782394	1391197
1709442	SALENA	pda.x 30 g	Novartis	18	9
2952131	SANDIMMUN	50 mg IV iny.a.x 10 x5ml	Novartis	23446	11723
4419651	SANDIMMUN NEORAL	10 mg caps.x 60	Novartis	13000	6500
3117041	SANDIMMUN NEORAL	100 mg caps.x 50	Novartis	39147	19574
2952051	SANDIMMUN NEORAL	100 mg sol.beb.x 50 ml	Novartis	37437	18719
3116971	SANDIMMUN NEORAL	25 mg caps.x 50	Novartis	11904	5952
3443912	SANDIMMUN NEORAL	50 mg caps.x 50	Novartis	31983	15992
3172311	SANDOGLOBULINA	1 g iny.f.a.x 1	Novartis	333	167
9906691	SANDOGLOBULINA	3 g iny.f.a.x 1	Novartis	848	424
9906692	SANDOGLOBULINA	6 g iny.f.a.x 1	Novartis	977	489
1701181	SANDOMIGRAN	grag.x 30	Novartis	33	17
9926413	SANDOSOURCE PEPTIDE	botella x 1000 ml	Novartis	56	28
3185781	SANDOSTATIN	0.05 mg a x 5 x 1 ml	Novartis	109	55
3185861	SANDOSTATIN	0.10 mg a.x 5 x 1 ml	Novartis	14757	7379
3185941	SANDOSTATIN	1 mg fco.x 5 ml	Novartis	4560	2280
4463871	SANDOSTATIN LAR	20 mg jga.prell.x 1	Novartis	19643	9822
4463872	SANDOSTATIN LAR	20 mg jga.prell.x 1	Novartis	423863	211932
9922378	SANDOSTATIN LAR	20mg liof.+a.solv.x2+eq.	Novartis	3052	1526
4463951	SANDOSTATIN LAR	30 mg jga.prell.x 1	Novartis	25277	12639
4463952	SANDOSTATIN LAR	30 mg jga.prell.x 1	Novartis	512988	256494
562955	SEBIVO	600 mg comp.rec.x 28	Novartis	1449	725
6223551	SEEBRI BREEZHALER	50 mcg caps.x 30+inhal.	Novartis	8270	4135
4442081	SIMULECT	20 mg f.a.x 1+a.disolv.	Novartis	501215	250608
4155801	SINTROM	1 mg comp.x 30	Novartis	62	31
3009552	SIRDALUD	4 mg comp.x 30	Novartis	120	60
4787362	STARLIX	120 mg comp.rec.x 48	Novartis	36	18
4787361	STARLIX	120 mg comp.rec.x 84	Novartis	244	122
6299841	TAFINLAR	50 mg c ps.duras x 28	Novartis	292149	146075
9954659	TAFINLAR	75 mg c ps.duras x 120	Novartis	2881996	1440998
6299971	TAFINLAR	75 mg c ps.duras x 28	Novartis	721075	360538
6028002	TASIGNA	150 mg c ps.x 120	Novartis	1140639	570320
5708972	TASIGNA	200 mg c ps.x 120	Novartis	1836805	918403
9956689	TASIGNA	50 mg c ps.x 120	Novartis	451266	225633
4513021	TEARGEL	gel oft.x 10 g	Novartis	90	45
5008131	TEARS NATURALE FORTE	sol.oft.x 15 ml	Novartis	144	72
3034701	TEGRETOL	200 mg comp.x 30	Novartis	432	216
3034702	TEGRETOL	200 mg comp.x 60	Novartis	3235	1618
3034883	TEGRETOL	jbe.x 100 ml	Novartis	915	458
3034882	TEGRETOL	jbe.x 120 ml	Novartis	16	8
4572351	TEGRETOL 200 LC	200 mg comp.rec.x 30	Novartis	18	9
4572352	TEGRETOL 200 LC	200 mg comp.rec.x 60	Novartis	35	18
3034961	TEGRETOL 400 LC	400 mg comp.x 30	Novartis	9339	4670
3034962	TEGRETOL 400 LC	400 mg comp.x 60	Novartis	10700	5350
2876162	TOBREX	gts.oft.x 10 ml	Novartis	162	81
3139081	TOFLAMIXINA	gts.oft.x 5 ml	Novartis	31	16
3894042	TOFLAMIXINA PLUS	susp.oft.x 5 ml	Novartis	22	11
327981	TOFRANIL	10 mg grag.x 60	Novartis	26	13
325902	TOFRANIL	25 mg grag.x 50	Novartis	27	14
3378671	TONOBEXOL	colir.x 5 ml	Novartis	33	17
3133201	TRILEPTAL	300 mg comp.x 30	Novartis	6957	3479
3133202	TRILEPTAL	300 mg comp.x 60	Novartis	21182	10591
3133381	TRILEPTAL	600 mg comp.x 30	Novartis	15790	7895
3133382	TRILEPTAL	600 mg comp.x 60	Novartis	34329	17165
4095591	TRILEPTAL	jbe.x 100 ml	Novartis	3275	1638
5660262	TYKERB	250 mg c ps.x 140	Novartis	317422	158711
6290841	ULTIBRO BREEZHALER	caps.p/inhal.x 30+inhal.	Novartis	20030	10015
4949981	ULTRACORTENOL	colirio x 5 ml	Novartis	33	17
4950031	ULTRACORTENOL	gel oft.x 5 g	Novartis	21	11
2630962	VIBRAGEL	gel nasal x 20 g	Novartis	3	2
3933641	VISCOTEARS	gel oft.x 10 g	Novartis	75	38
4747001	VISUDYNE	15 mg f.a.x 1	Novartis	15302	7651
4747002	VISUDYNE	15 mg f.a.x 1+kit	Novartis	8003	4002
9927386	VITALUX	caps.x 30	Novartis	66	33
9924083	VITALUX	caps.x 60	Novartis	69	35
4996491	VITALUX PLUS	comp.acci¢n sost.x 30	Novartis	154	77
9950198	VITALUX PLUS OMEGA 3	caps.x 30	Novartis	407	204
9926414	VIVONEX PLUS	sob.x 6 x 79.5 g	Novartis	84	42
2725181	VOLTAREN	100 mg sup.x 5	Novartis	44	22
2537402	VOLTAREN	50 mg comp.x 15	Novartis	41	21
2537405	VOLTAREN	50 mg comp.x 20	Novartis	82	41
2537403	VOLTAREN	50 mg comp.x 30	Novartis	98	49
2537406	VOLTAREN	50 mg comp.x 40	Novartis	130	65
2537404	VOLTAREN	50 mg comp.x 80	Novartis	107	54
2425875	VOLTAREN	75 mg a.x 6 x 3 ml	Novartis	128	64
2656544	VOLTAREN 75	75 mg comp.rec.x 10	Novartis	125	63
2656542	VOLTAREN 75	75 mg comp.rec.x 14	Novartis	58	29
2656545	VOLTAREN 75	75 mg comp.rec.x 20	Novartis	120	60
2656543	VOLTAREN 75	75 mg comp.rec.x 28	Novartis	99	50
3804781	VOLTAREN COLIRIO	fco.cuentagotas x 5 ml	Novartis	96	48
3772432	VOLTAREN D	50 mg comp.dispers.x 20	Novartis	90	45
4635051	VOLTAREN FLEX	comp.rec.x 10	Novartis	75	38
9930586	VOLTAREN FLEX	comp.rec.x 10 x 12 unid.	Novartis	235	118
4635052	VOLTAREN FLEX	comp.rec.x 20	Novartis	93	47
4389621	VOLTAREN FORTE	comp.rec.x 10	Novartis	43	22
4389622	VOLTAREN FORTE	comp.rec.x 20	Novartis	167	84
325822	VOLTAREN MIGRA	50 mg grag.x 10	Novartis	10	5
2656546	VOLTAREN RETARD	comp.x 10	Novartis	108	54
2656541	VOLTAREN RETARD	comp.x 15	Novartis	43	22
6008551	VOTRIENT	200 mg comp.x 30	Novartis	299142	149571
6008681	VOTRIENT	400 mg comp.x 30	Novartis	296415	148208
9958160	VSIQQ	vial x 1 x 0.23ml +aguja	Novartis	237188	118594
5449421	XOLAIR	150 mg f.a.liof.x1+a.dil	Novartis	154122	77061
9954020	XOLAIR	150 mg/ml jga.prell.x 1	Novartis	138523	69262
4905241	ZADITEN	0.025 % gts.oft.x 5 ml	Novartis	103	52
4334911	ZADITEN	0.05 % gts.oft.x 5 ml	Novartis	41	21
2645492	ZADITEN	comp.x 20	Novartis	45	23
2645491	ZADITEN	comp.x 30	Novartis	24	12
2645571	ZADITEN	jbe.x 100 ml	Novartis	37	19
2645572	ZADITEN	jbe.x 200 ml	Novartis	102	51
4998791	ZELMAC 6 MG	comp.x 10	Novartis	33	17
4998793	ZELMAC 6 MG	comp.x 20	Novartis	90	45
4998792	ZELMAC 6 MG	comp.x 30	Novartis	58	29
4998794	ZELMAC 6 MG	comp.x 60	Novartis	304	152
9930157	ZELMAC 6 MG	pack cajas x 2 comp.x 10	Novartis	31	16
5257331	ZOMETA	4 mg f.a.concent.x1 x5ml	Novartis	29930	14965
4898161	ZOMETA	4 mg vial x 1+solv.	Novartis	1280	640
4567582	ZURCAL	20 mg comp.x 28	Novartis	54	27
4567581	ZURCAL	20 mg comp.x 7	Novartis	25	13
3933481	ZURCAL	40 mg comp.x 14	Novartis	82	41
3933482	ZURCAL	40 mg comp.x 28	Novartis	151	76
6339681	ZYKADIA	150 mg c ps.x 150	Novartis	793876	396938
9903287	HAMIXON	B cr.x 20 g	Pablo M rquez	281	141
9903521	HAMIXON	C cr.x 100 g	Pablo M rquez	39	20
9902317	HAMIXON	C cr.x 50 g	Pablo M rquez	197	99
9903644	HAMIXON	D cr.x 20 g	Pablo M rquez	160	80
9902314	HAMIXON	F cr.x 50 g	Pablo M rquez	250	125
9902315	HAMIXON	P cr.x 20 g	Pablo M rquez	151	76
9902316	HAMIXON	S cr.solar x 50 g	Pablo M rquez	315	158
9907694	ANTIMINTH	jab.x 100 g	Costec	19	10
9934074	ANTIMINTH	jab.x 50 g	Costec	7	4
9925422	ANTIMINTH	shamp.x 60 g	Costec	19	10
9902350	DAEWO	jab.past.x 100 g	Costec	20	10
9902351	HEDULINE	loc.cap.fco.x 120 ml	Costec	14	7
9935499	TALOWIN	cr.x 100 g	Costec	49	25
9938907	TALOWIN	cr.x 150 g	Costec	48	24
9902352	TALOWIN	cr.x 60 g	Costec	36	18
9902353	TALOWIN	shamp.x 100 ml	Costec	38	19
9902354	UBLONA	cr.enj.x 100 ml	Costec	10	5
9902355	UBLONA	pvo.derm.x 120 g	Costec	28	14
9935500	UBLONA	pvo.derm.x 60 g	Costec	14	7
9902356	VUNSU	emuls.x 100 ml	Costec	21	11
9907086	W TAL	jab.x 100 g	Costec	17	9
9911784	W TAL	shamp.x 120 g	Costec	13	7
9916450	WOMOSOL	FPS 15 cr.x 100 g	Costec	27	14
4279072	ACETIL TETRALGIN	sob.x 12	Craveri	39	20
4279071	ACETIL TETRALGIN	sob.x 6	Craveri	31	16
3638201	AET	0.25% iny.a.x 2 x 2 ml	Craveri	3304	1652
4411051	AET	0.25% jga.prell.x 2 x2ml	Craveri	81	41
2160111	AET	0.5% iny.a.x 2 x 2 ml	Craveri	2384	1192
